State/District,Murder with Rape/Gang Rape,Dowry Deaths (Sec. 304B IPC),Abetment to Suicide of Women (Sec. 305/306 IPC),Miscarriage ,Acid Attack (Sec. 326A IPC),Attempt to Acid Attack (Sec. 326B IPC),Cruelty by Husband or his relatives,Human Trafficking (Sec. 370 & 370A IPC) ,Selling of Minor Girls (Sec. 372 IPC),Buying of Minor Girls (Sec. 373 IPC),Rape,"Dowry Prohibition Act, 1961",YEAR,Total_Crimes ,Severe_Crimes,Safety_Label
CP Amritsar,0,2,5,0,0,0,60,0,0,0,15,1,2020,83,17,Safe
Fazilka,0,1,11,0,0,0,47,0,0,0,38,1,2020,98,39,Safe
Rohini,0,10,7,0,0,0,219,0,0,0,73,1,2020,310,83,Unsafe
South-West,0,8,2,0,0,0,120,0,0,0,73,1,2020,204,81,Unsafe
Kanpur Dehat,0,31,8,0,0,0,365,0,0,0,9,1,2020,414,40,Unsafe
Tapi,0,0,2,0,0,0,4,0,0,0,3,1,2020,10,3,Safe
Bhiwani,0,14,9,0,0,0,178,0,0,0,43,1,2020,245,57,Unsafe
Fatehabad,0,8,6,0,0,0,64,0,0,0,29,1,2020,108,37,Unsafe
Hissar,0,7,8,0,0,0,191,0,0,0,67,1,2020,274,74,Unsafe
Visakha Rural,0,4,14,0,0,0,134,0,0,0,41,1,2020,194,45,Unsafe
Karnal,0,9,6,0,0,0,252,0,0,0,97,1,2020,365,106,Unsafe
Satna,0,20,15,0,0,0,118,0,0,0,51,1,2020,205,71,Unsafe
Shivpuri,0,13,14,0,0,0,110,0,0,0,69,1,2020,207,82,Unsafe
