State/District,Murder with Rape/Gang Rape,Dowry Deaths (Sec. 304B IPC),Abetment to Suicide of Women (Sec. 305/306 IPC),Miscarriage ,Acid Attack (Sec. 326A IPC),Attempt to Acid Attack (Sec. 326B IPC),Cruelty by Husband or his relatives,Human Trafficking (Sec. 370 & 370A IPC) ,Selling of Minor Girls (Sec. 372 IPC),Buying of Minor Girls (Sec. 373 IPC),Rape,"Dowry Prohibition Act, 1961",YEAR,Total_Crimes ,Severe_Crimes,Safety_Label
Spl Cell,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,0,Safe
Vigilance,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,0,Safe
Special Crime Wing Jammu,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,0,Safe
Special Crime Wing Kashmir,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,0,Safe
GRP,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,0,Safe
Lucknow Grameen,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,0,Safe
Kanpur Outer,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,0,Safe
Vasanasi Dehat,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,0,Safe
CID,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,0,Safe
Chandel,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,0,Safe
GRP Raipur,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,0,Safe
Economic Offences Unit,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,0,Safe
Anti Terrorist Squad,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,0,Safe
W.Rly Ahmedabad,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,0,Safe
W.Rly Vadodara,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,0,Safe
Cyber Ahmedabad Range,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,0,Safe
Cyber Bhavnagar Range,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,0,Safe
Cyber Border Range,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,0,Safe
Cyber Gandhinagar Range,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,0,Safe
Cyber Junagadh Range,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,0,Safe
Cyber Panchmahal Range,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,0,Safe
Cyber Rajkot Range,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,0,Safe
Cyber Surat Range,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,0,Safe
Cyber Vadodara Range,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,0,Safe
CID Crime,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,0,Safe
Crime Branch,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,0,Safe
Dibang Valley,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,0,Safe
Kurung Kumey,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,0,Safe
Papum Pare Rural,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,0,Safe
Pakkessang,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,0,Safe
BIEO,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,0,Safe
Anjaw,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,0,Safe
Jamalpur Railway,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,0,Safe
CID,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,0,Safe
Katihar Railway,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,0,Safe
RPO,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,0,Safe
SOU,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,0,Safe
STF,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,0,Safe
Crime Branch,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,0,Safe
Nagpur Railway,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,0,Safe
Cyber Crime Cell,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,0,Safe
Cyber,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,0,Safe
Dhanbad Railway,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,0,Safe
Jamshedpur Railway,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,0,Safe
Irrigation & Power,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,0,Safe
CID,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,0,Safe
GRP,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,0,Safe
Mangan (North),0,0,0,0,0,0,0,0,0,0,1,0,2022,1,1,Safe
Pakyong (East),0,0,0,0,0,0,0,0,0,0,2,0,2022,2,2,Safe
Gyalshing (West),0,0,0,0,0,0,0,0,0,0,1,0,2022,1,1,Safe
Bureau of Investigation,0,0,0,0,0,0,0,0,0,0,1,0,2022,1,1,Safe
Khawzawl,0,0,0,0,0,0,0,0,0,0,1,0,2022,1,1,Safe
Hnahthial,0,0,0,0,0,0,0,0,0,0,2,0,2022,2,2,Safe
Kiphire,0,0,0,0,0,0,0,0,0,0,1,0,2022,1,1,Safe
Mokokchung,0,0,0,0,0,0,0,0,0,0,1,0,2022,1,1,Safe
Peren,0,0,0,0,0,0,0,0,0,0,1,0,2022,1,1,Safe
Khasi Hills Eastern West,0,0,0,0,0,0,0,0,0,0,3,0,2022,3,3,Safe
Jiribam,0,0,0,0,0,0,0,0,0,0,1,0,2022,1,1,Safe
Garo Hills North,0,0,0,0,0,0,0,0,0,0,3,0,2022,3,3,Safe
Jaintia Hills West,0,0,0,0,0,0,0,0,0,0,8,0,2022,8,8,Safe
Khasi Hills South West,0,0,0,0,0,0,0,0,0,0,2,0,2022,2,2,Safe
Khasi Hills West,0,0,0,0,0,0,0,0,0,0,10,0,2022,10,10,Safe
SRP(Cuttack),0,0,0,0,0,0,0,0,0,0,1,0,2022,1,1,Safe
Imphal East,0,0,0,0,0,0,0,0,0,0,9,0,2022,9,9,Safe
Nicobar,0,0,0,0,0,0,0,0,0,0,2,0,2022,2,2,Safe
IGI Airport,0,0,0,0,0,0,0,0,0,0,4,0,2022,4,4,Safe
GRP,0,0,0,0,0,0,0,0,0,0,1,0,2022,1,1,Safe
Railways Katra,0,0,0,0,0,0,0,0,0,0,1,0,2022,1,1,Safe
Rudra Prayag,0,0,0,0,0,0,0,0,0,0,1,0,2022,1,1,Safe
Kameng West,0,0,0,0,0,0,0,0,0,0,2,0,2022,2,2,Safe
Longding,0,0,0,0,0,0,0,0,0,0,1,0,2022,1,1,Safe
Lower Dibang Valley,0,0,0,0,0,0,0,0,0,0,7,0,2022,7,7,Safe
Siang East,0,0,0,0,0,0,0,0,0,0,6,0,2022,6,6,Safe
Tawang,0,0,0,0,0,0,0,0,0,0,2,0,2022,2,2,Safe
Tirap,0,0,0,0,0,0,0,0,0,0,1,0,2022,1,1,Safe
Namsai,0,0,0,0,0,0,0,0,0,0,1,0,2022,1,1,Safe
Siang,0,0,0,0,0,0,0,0,0,0,3,0,2022,3,3,Safe
Kamle,0,0,0,0,0,0,0,0,0,0,1,0,2022,1,1,Safe
Kra Dadi,0,0,0,0,0,0,0,0,0,0,1,0,2022,1,1,Safe
Leparada,0,0,0,0,0,0,0,0,0,0,1,0,2022,1,1,Safe
Shiyomi,0,0,0,0,0,0,0,0,0,0,1,0,2022,1,1,Safe
Changlang,0,0,0,0,0,0,0,0,0,0,5,0,2022,5,5,Safe
Viiayawada Railway,0,0,0,0,0,0,0,0,0,0,1,0,2022,1,1,Safe
Aurangabad Railway,0,0,0,0,0,0,0,0,0,0,1,0,2022,1,1,Safe
Bishnupur,0,0,0,0,0,0,0,0,0,0,5,0,2022,5,5,Safe
Lahaul & Spiti,0,0,0,0,0,0,0,0,0,0,1,0,2022,1,1,Safe
GRP Jodhpur,0,0,1,0,0,0,0,0,0,0,0,0,2022,1,0,Safe
Kakching,0,0,1,0,0,0,0,0,0,0,4,0,2022,5,4,Safe
GRP,0,0,1,0,0,0,0,0,0,0,0,0,2022,1,0,Safe
North & Middle Andaman,0,0,3,0,0,0,0,0,0,0,0,0,2022,3,0,Safe
Kharagpur GRP,0,0,1,0,0,0,0,0,0,0,0,0,2022,1,0,Safe
Mumbai Railway,0,0,4,0,0,0,0,0,0,0,1,0,2022,5,1,Safe
Anand,0,0,7,0,0,1,37,0,0,0,16,0,2022,61,16,Safe
Junagadh,0,0,10,0,0,1,90,0,0,0,20,0,2022,121,20,Unsafe
Fatehgarh Sahib,0,0,4,0,1,0,44,0,0,0,13,0,2022,62,14,Safe
Alapuzha,0,0,6,0,1,0,201,0,0,0,35,0,2022,243,36,Unsafe
Kollam Rural,0,0,11,0,1,0,220,0,0,0,23,0,2022,255,24,Unsafe
Malerkotla,0,0,1,0,0,0,39,0,0,0,5,0,2022,45,5,Safe
Tiruppur,0,0,3,0,0,0,13,0,0,0,8,0,2022,24,8,Safe
Trichy,0,0,2,0,0,0,70,0,0,0,16,0,2022,88,16,Safe
Dharmapuri,0,0,6,0,0,0,11,0,0,0,7,0,2022,24,7,Safe
Krishnagiri,0,0,6,0,0,0,7,0,0,0,3,0,2022,16,3,Safe
Pudukottai,0,0,4,0,0,0,32,0,0,0,6,0,2022,42,6,Safe
SBS Nagar,0,0,4,0,0,0,45,0,0,0,4,0,2022,53,4,Safe
Thoubal,0,0,2,0,0,0,1,0,0,0,4,0,2022,7,4,Safe
Batala,0,0,7,0,0,0,42,0,0,0,16,0,2022,65,16,Safe
Khanna,0,0,13,0,0,0,34,0,0,0,4,0,2022,51,4,Safe
Ropar,0,0,5,0,0,0,20,0,0,0,15,0,2022,40,15,Safe
SAS Nagar,0,0,22,0,0,0,130,0,0,0,52,0,2022,204,52,Unsafe
Pulwama,0,0,4,0,0,0,4,0,0,0,4,0,2022,12,4,Safe
Rajouri,0,0,4,0,0,0,58,0,0,0,34,0,2022,96,34,Safe
Ramban,0,0,1,0,0,0,11,0,0,0,4,0,2022,16,4,Safe
Udhampur,0,0,2,0,0,0,34,0,0,0,11,0,2022,47,11,Safe
Baramulla,0,0,1,0,0,0,24,0,0,0,10,0,2022,35,10,Safe
Budgam,0,0,2,0,0,0,17,0,0,0,14,0,2022,33,14,Safe
Handwara,0,0,2,0,0,0,11,0,0,0,0,0,2022,13,0,Safe
Mahabubnagar,0,0,14,0,0,0,151,0,0,0,11,0,2022,176,11,Unsafe
Dantewara,0,0,4,0,0,0,1,0,0,0,9,0,2022,14,9,Safe
Gariyaband,0,0,1,0,0,0,9,0,0,0,28,0,2022,38,28,Safe
Jagdalpur,0,0,1,0,0,0,6,0,0,0,47,0,2022,54,47,Safe
Sukma,0,0,1,0,0,0,2,0,0,0,9,0,2022,12,9,Safe
Gaurela-Pendra-Marwari,0,0,6,0,0,0,10,0,0,0,8,0,2022,24,8,Safe
Patan,0,0,6,0,0,0,24,0,0,0,10,0,2022,40,10,Safe
Porbandar,0,0,2,0,0,0,9,0,0,0,6,0,2022,17,6,Safe
Rajkot Rural,0,0,10,0,0,0,85,0,0,0,10,0,2022,105,10,Safe
Surendranagar,0,0,10,0,0,0,8,0,0,0,13,0,2022,31,13,Safe
Vadodara Rural,0,0,6,0,0,0,24,0,0,0,16,0,2022,46,16,Safe
Narmada,0,0,5,0,0,0,4,0,0,0,3,0,2022,12,3,Safe
Mehsana,0,0,4,0,0,0,61,0,0,0,19,0,2022,84,19,Safe
Sarangarh-Bilaigarh,0,0,6,0,0,0,29,0,0,0,26,0,2022,61,26,Safe
Amreli,0,0,8,0,0,0,62,0,0,0,7,0,2022,77,7,Safe
Arvalli,0,0,4,0,0,0,15,0,0,0,6,0,2022,25,6,Safe
Bharuch,0,0,2,0,0,0,35,0,0,0,7,0,2022,44,7,Safe
Bhavnagar,0,0,13,0,0,0,82,0,0,0,22,0,2022,117,22,Unsafe
Botad,0,0,4,0,0,0,11,0,0,0,4,0,2022,19,4,Safe
Dahod,0,0,12,0,0,0,4,0,0,0,20,0,2022,36,20,Safe
Dang,0,0,1,0,0,0,3,0,0,0,0,0,2022,4,0,Safe
Devbhumi Dwarka,0,0,4,0,0,0,40,0,0,0,6,0,2022,50,6,Safe
Jamnagar,0,0,6,0,0,0,44,0,0,0,7,0,2022,57,7,Safe
Kachchh West(B),0,0,11,0,0,0,42,0,0,0,18,0,2022,71,18,Safe
Kheda,0,0,16,0,0,0,54,0,0,0,19,0,2022,89,19,Safe
Mahisagar,0,0,15,0,0,0,9,0,0,0,4,0,2022,28,4,Safe
Chhotaudepur,0,0,9,0,0,0,9,0,0,0,8,0,2022,26,8,Safe
Guntakal Railway,0,0,2,0,0,0,1,0,0,0,0,0,2022,3,0,Safe
Majuli,0,0,1,0,0,0,24,0,0,0,3,0,2022,28,3,Safe
Jhabua,0,0,18,0,0,0,22,0,0,0,42,0,2022,82,42,Safe
Wayanadu,0,0,1,0,0,0,216,0,0,0,32,0,2022,249,32,Unsafe
Agar,0,0,2,0,0,0,76,0,0,0,16,0,2022,94,16,Safe
Alirajpur,0,0,14,0,0,0,7,0,0,0,31,0,2022,52,31,Safe
Palakkad,0,0,2,0,0,0,315,0,0,0,30,0,2022,347,30,Unsafe
Mandi,0,0,10,0,0,0,29,0,0,0,57,0,2022,96,57,Safe
Shimla,0,0,1,0,0,0,14,0,0,0,38,0,2022,53,38,Safe
Solan,0,0,2,0,0,0,4,0,0,0,17,0,2022,23,17,Safe
Hamirpur,0,0,4,0,0,0,13,0,0,0,6,0,2022,23,6,Safe
Baddi,0,0,3,0,0,0,11,0,0,0,36,0,2022,50,36,Safe
Bilaspur,0,0,7,0,0,0,18,0,0,0,13,0,2022,38,13,Safe
Chamba,0,0,1,0,0,0,16,0,0,0,25,0,2022,42,25,Safe
Kannur City,0,0,1,0,0,0,161,0,0,0,21,0,2022,183,21,Unsafe
Kasargod,0,0,2,0,0,0,136,0,0,0,26,0,2022,164,26,Unsafe
Kozhikode Rural,0,0,1,0,0,0,406,0,0,0,46,0,2022,453,46,Unsafe
Gangtok (East),0,0,0,0,0,0,1,0,0,0,4,0,2022,5,4,Safe
Namchi (South),0,0,0,0,0,0,1,0,0,0,5,0,2022,6,5,Safe
Vellore,0,0,0,0,0,0,19,0,0,0,2,0,2022,21,2,Safe
Coimbatore City,0,0,0,0,0,0,35,0,0,0,7,0,2022,42,7,Safe
Dimapur,0,0,0,0,0,0,1,0,0,0,1,0,2022,2,1,Safe
Kohima,0,0,0,0,0,0,1,0,0,0,2,0,2022,3,2,Safe
Longleng,0,0,0,0,0,0,1,0,0,0,1,0,2022,2,1,Safe
Kolasib,0,0,0,0,0,0,1,0,0,0,1,0,2022,2,1,Safe
Imphal West,0,0,0,0,0,0,7,0,0,0,18,0,2022,25,18,Safe
Ukhrul,0,0,0,0,0,0,1,0,0,0,1,0,2022,2,1,Safe
Garo Hills East,0,0,0,0,0,0,2,0,0,0,4,0,2022,6,4,Safe
Garo Hills South,0,0,0,0,0,0,1,0,0,0,2,0,2022,3,2,Safe
Garo Hills South West,0,0,0,0,0,0,1,0,0,0,0,0,2022,1,0,Safe
Jaintia Hills East,0,0,0,0,0,0,3,0,0,0,2,0,2022,5,2,Safe
Ri-Bhoi,0,0,0,0,0,0,3,0,0,0,8,0,2022,11,8,Safe
Aizawl,0,0,0,0,0,0,3,0,0,0,10,0,2022,13,10,Safe
Gajapati,0,0,0,0,0,0,22,0,0,0,27,0,2022,49,27,Safe
Daman,0,0,0,0,0,0,6,0,0,0,1,0,2022,7,1,Safe
Diu,0,0,0,0,0,0,1,0,0,0,0,0,2022,1,0,Safe
Uttarkashi,0,0,0,0,0,0,4,0,0,0,13,0,2022,17,13,Safe
Metro,0,0,0,0,0,0,1,0,0,0,1,0,2022,2,1,Safe
Poonch,0,0,0,0,0,0,25,0,0,0,22,0,2022,47,22,Safe
Shopian,0,0,0,0,0,0,7,0,0,0,1,0,2022,8,1,Safe
Sopore,0,0,0,0,0,0,8,0,0,0,2,0,2022,10,2,Safe
Kargil,0,0,0,0,0,0,1,0,0,0,2,0,2022,3,2,Safe
Leh,0,0,0,0,0,0,1,0,0,0,3,0,2022,4,3,Safe
Lakshadweep,0,0,0,0,0,0,3,0,0,0,4,0,2022,7,4,Safe
Kupwara,0,0,0,0,0,0,38,0,0,0,9,0,2022,47,9,Safe
Kulgam,0,0,0,0,0,0,4,0,0,0,10,0,2022,14,10,Safe
Kishtwar,0,0,0,0,0,0,6,0,0,0,4,0,2022,10,4,Safe
SPUWAC,0,0,0,0,0,0,48,0,0,0,0,0,2022,48,0,Safe
Awantipora,0,0,0,0,0,0,7,0,0,0,2,0,2022,9,2,Safe
Bandipora,0,0,0,0,0,0,11,0,0,0,5,0,2022,16,5,Safe
Doda,0,0,0,0,0,0,49,0,0,0,12,0,2022,61,12,Safe
Wanaparthy,0,0,0,0,0,0,63,0,0,0,7,0,2022,70,7,Safe
Unakoti,0,0,0,0,0,0,50,0,0,0,7,0,2022,57,7,Safe
Almora,0,0,0,0,0,0,6,0,0,0,16,0,2022,22,16,Safe
Navsari,0,0,0,0,0,0,16,0,0,0,6,0,2022,22,6,Safe
Kameng East,0,0,0,0,0,0,5,0,0,0,6,0,2022,11,6,Safe
Lohit,0,0,0,0,0,0,1,0,0,0,2,0,2022,3,2,Safe
Papum Pare City,0,0,0,0,0,0,57,0,0,0,20,0,2022,77,20,Safe
Siang Upper,0,0,0,0,0,0,1,0,0,0,0,0,2022,1,0,Safe
Subansiri Lower,0,0,0,0,0,0,2,0,0,0,3,0,2022,5,3,Safe
Subansiri Upper,0,0,0,0,0,0,3,0,0,0,0,0,2022,3,0,Safe
Lower Siang,0,0,0,0,0,0,2,0,0,0,3,0,2022,5,3,Safe
Sadia,0,0,0,0,0,0,12,0,0,0,4,0,2022,16,4,Safe
Hamren,0,0,0,0,0,0,3,0,0,0,6,0,2022,9,6,Safe
Dima Hasao,0,0,0,0,0,0,8,0,0,0,3,0,2022,11,3,Safe
Churachandpur,0,0,0,0,0,0,1,0,0,0,0,0,2022,1,0,Safe
Kullu,0,0,0,0,0,0,5,0,0,0,30,0,2022,35,30,Safe
Kinnaur,0,0,0,0,0,0,3,0,0,0,11,0,2022,14,11,Safe
K.Railways,0,0,0,0,0,0,3,0,0,0,0,0,2022,3,0,Safe
Jalgaon,0,3,32,0,0,0,574,0,1,0,41,0,2022,651,44,Unsafe
Hyderabad Commissionerate,0,11,22,0,0,2,1577,0,0,0,104,0,2022,1716,115,Unsafe
CP Ludhiana,0,7,14,0,0,1,224,0,0,0,51,0,2022,297,58,Unsafe
Koraput,0,1,0,0,0,1,72,0,0,0,121,0,2022,195,122,Unsafe
Krishnagar,0,14,12,0,2,2,682,0,0,0,72,0,2022,784,88,Unsafe
Purulia,0,8,5,0,0,1,220,0,0,0,10,0,2022,244,18,Unsafe
Bidhannagar PC,0,6,4,0,0,2,351,0,0,0,13,0,2022,376,19,Unsafe
Birbhum,0,8,16,0,3,1,371,0,0,0,28,0,2022,427,39,Unsafe
South-West,0,7,5,0,0,1,226,0,0,0,84,0,2022,323,91,Unsafe
Karimganj,0,7,0,0,0,1,240,0,0,0,61,0,2022,309,68,Unsafe
Jhalawar,0,5,7,0,1,0,539,0,0,0,123,0,2022,675,129,Unsafe
Barmer,0,24,14,0,1,0,385,0,0,0,172,0,2022,596,197,Unsafe
Bhadrak,0,25,0,0,2,0,76,0,0,0,37,0,2022,140,64,Unsafe
Cuttack,0,23,0,0,1,0,65,0,0,0,33,0,2022,122,57,Unsafe
Chandannagar PC,0,6,5,0,1,0,500,0,0,0,9,0,2022,521,16,Unsafe
Purba Bardhaman,0,13,37,0,3,0,1074,0,0,0,31,0,2022,1158,47,Unsafe
Bangaon,0,13,4,0,1,0,609,0,0,0,35,0,2022,662,49,Unsafe
Ranaghat,0,21,1,0,1,0,707,0,0,0,19,0,2022,749,41,Unsafe
Bankura,0,18,10,0,1,0,294,0,0,0,17,0,2022,340,36,Unsafe
Malda,0,11,37,0,3,0,707,0,0,0,187,0,2022,945,201,Unsafe
Fatehgarh,0,17,0,0,1,0,153,0,0,0,38,0,2022,209,56,Unsafe
Gautambudh Nagar,0,32,0,0,1,0,293,0,0,0,29,0,2022,355,62,Unsafe
Hathras,0,26,0,0,1,0,123,0,0,0,41,0,2022,191,68,Unsafe
Kanpur Commissionarate,0,43,0,0,2,0,1075,0,0,0,86,0,2022,1206,131,Unsafe
Kaushambi,0,13,0,0,1,0,68,0,0,0,45,0,2022,127,59,Unsafe
Sehore,0,10,6,0,1,0,130,0,0,0,29,0,2022,176,40,Unsafe
Osmanabad,0,7,8,0,1,0,129,0,0,0,43,0,2022,188,51,Unsafe
Jhunjhunu,0,9,7,0,0,0,540,0,0,0,88,0,2022,644,97,Unsafe
Jodhpur East,0,5,3,0,0,0,237,0,0,0,81,0,2022,326,86,Unsafe
Jodhpur West,0,2,2,0,0,0,247,0,0,0,64,0,2022,315,66,Unsafe
Karauli,0,20,5,0,0,0,334,0,0,0,111,0,2022,470,131,Unsafe
Kota Rural,0,4,2,0,0,0,215,0,0,0,70,0,2022,291,74,Unsafe
Pali,0,10,10,0,0,0,720,0,0,0,145,0,2022,885,155,Unsafe
Pratapgarh,0,8,8,0,0,0,248,0,0,0,171,0,2022,435,179,Unsafe
Rajsamand,0,6,4,0,0,0,311,0,0,0,70,0,2022,391,76,Unsafe
Tonk,0,12,2,0,0,0,327,0,0,0,102,0,2022,443,114,Unsafe
Udaipur,0,9,14,0,0,0,768,0,0,0,283,0,2022,1074,292,Unsafe
Bhiwadi,0,14,3,0,0,0,449,0,0,0,169,0,2022,635,183,Unsafe
Jalore,0,13,5,0,0,0,223,0,0,0,76,0,2022,317,89,Unsafe
Jaipur West,0,9,3,0,0,0,538,0,0,0,152,0,2022,702,161,Unsafe
Banswara,0,6,8,0,0,0,195,0,0,0,148,0,2022,357,154,Unsafe
Bharatpur,0,33,6,0,0,0,994,0,0,0,288,0,2022,1321,321,Unsafe
Bhilwara,0,10,12,0,0,0,877,0,0,0,301,0,2022,1200,311,Unsafe
Bikaner,0,22,4,0,0,0,554,0,0,0,123,0,2022,703,145,Unsafe
Bundi,0,5,1,0,0,0,311,0,0,0,86,0,2022,403,91,Unsafe
Churu,0,10,4,0,0,0,484,0,0,0,111,0,2022,609,121,Unsafe
Dausa,0,10,1,0,0,0,339,0,0,0,146,0,2022,496,156,Unsafe
Dungarpur,0,2,9,0,0,0,154,0,0,0,59,0,2022,224,61,Unsafe
Hanumangarh,0,16,9,0,0,0,755,0,0,0,130,0,2022,910,146,Unsafe
Jaisalmer,0,4,1,0,0,0,63,0,0,0,29,0,2022,97,33,Safe
Thiruvarur,0,2,2,0,0,0,13,0,0,0,9,0,2022,26,11,Safe
Karimnagar Commissionerate,0,4,14,0,0,0,236,0,0,0,10,0,2022,264,14,Unsafe
Khammam Commissionerate,0,4,23,0,0,0,278,0,0,0,18,0,2022,323,22,Unsafe
Rachakonda Commissionerate,0,12,1,0,0,0,1704,0,0,0,172,0,2022,1889,184,Unsafe
Ramagundam Commissionerate,0,4,16,0,0,0,589,0,0,0,11,0,2022,620,15,Unsafe
Cuddalore,0,4,20,0,0,0,44,0,0,0,26,0,2022,94,30,Safe
Siddipet Commissionerate,0,7,8,0,0,0,291,0,0,0,23,0,2022,329,30,Unsafe
Berhampur,0,2,4,0,0,0,274,0,0,0,60,0,2022,340,62,Unsafe
Barnala,0,6,7,0,0,0,17,0,0,0,7,0,2022,37,13,Safe
Bathinda,0,7,9,0,0,0,86,0,0,0,33,0,2022,135,40,Unsafe
CP Amritsar,0,3,4,0,0,0,58,0,0,0,16,0,2022,81,19,Safe
Faridkot,0,3,7,0,0,0,9,0,0,0,8,0,2022,27,11,Safe
Gurdaspur,0,3,3,0,0,0,67,0,0,0,8,0,2022,81,11,Safe
Moga,0,2,2,0,0,0,23,0,0,0,17,0,2022,44,19,Safe
Pathankot,0,2,6,0,0,0,38,0,0,0,8,0,2022,54,10,Safe
Deogarh,0,2,1,0,0,0,207,0,0,0,21,0,2022,231,23,Unsafe
Diamond Harbour Police,0,15,4,0,0,0,692,0,0,0,15,0,2022,726,30,Unsafe
Asansol-Durgapur PC,0,15,17,0,0,0,257,0,0,0,19,0,2022,308,34,Unsafe
Paschim Medinipur,0,12,8,0,0,0,569,0,0,0,29,0,2022,618,41,Unsafe
Samba,0,2,1,0,0,0,8,0,0,0,13,0,2022,24,15,Safe
Outer North,0,11,4,0,0,0,277,0,0,0,76,0,2022,368,87,Unsafe
Bulandshahar,0,41,12,0,0,0,691,0,0,0,49,0,2022,793,90,Unsafe
Chandoli,0,11,8,0,0,0,99,0,0,0,20,0,2022,138,31,Unsafe
Chitrakoot,0,8,6,0,0,0,30,0,0,0,21,0,2022,65,29,Safe
South,0,2,2,0,0,0,37,0,0,0,5,0,2022,46,7,Safe
Jayashankar Bhupalpalli,0,2,6,0,0,0,86,0,0,0,5,0,2022,99,7,Safe
Kamareddy,0,4,5,0,0,0,196,0,0,0,9,0,2022,214,13,Unsafe
Kumaram Bheem Asifabad,0,3,3,0,0,0,69,0,0,0,17,0,2022,92,20,Safe
Nagarkurnool,0,2,11,0,0,0,121,0,0,0,14,0,2022,148,16,Unsafe
Nalgonda,0,6,21,0,0,0,273,0,0,0,31,0,2022,331,37,Unsafe
Nirmal,0,3,11,0,0,0,113,0,0,0,8,0,2022,135,11,Unsafe
Rajanna Siricilla,0,4,6,0,0,0,167,0,0,0,21,0,2022,198,25,Unsafe
Sangareddy,0,10,7,0,0,0,189,0,0,0,24,0,2022,230,34,Unsafe
Suryapet,0,5,4,0,0,0,352,0,0,0,23,0,2022,384,28,Unsafe
Mulug,0,3,5,0,0,0,65,0,0,0,7,0,2022,80,10,Safe
Gomati,0,2,1,0,0,0,69,0,0,0,11,0,2022,83,13,Safe
Jalaun,0,25,5,0,0,0,97,0,0,0,18,0,2022,145,43,Unsafe
Jhansi,0,26,12,0,0,0,260,0,0,0,43,0,2022,341,69,Unsafe
Lucknow Commissionarate,0,43,44,0,0,0,1038,0,0,0,156,0,2022,1281,199,Unsafe
Mahoba,0,8,7,0,0,0,12,0,0,0,13,0,2022,40,21,Safe
Mirzapur,0,26,4,0,0,0,106,0,0,0,19,0,2022,155,45,Unsafe
Kasganj,0,28,1,0,0,0,114,0,0,0,50,0,2022,193,78,Unsafe
Dhamtari,0,6,6,0,0,0,11,0,0,0,17,0,2022,40,23,Safe
Raigarh,0,2,5,0,0,0,23,0,0,0,75,0,2022,105,77,Safe
Khairagarh - Chhuikhadan-Gandai,0,3,1,0,0,0,7,0,0,0,9,0,2022,20,12,Safe
Balodbazar,0,4,2,0,0,0,27,0,0,0,21,0,2022,54,25,Safe
Sakti,0,2,13,0,0,0,38,0,0,0,30,0,2022,83,32,Safe
Kachchh East(G),0,2,7,0,0,0,49,0,0,0,13,0,2022,71,15,Safe
Bhiwani,0,8,8,0,0,0,420,0,0,0,57,0,2022,493,65,Unsafe
Chittoor,0,2,17,0,0,0,357,0,0,0,12,0,2022,388,14,Unsafe
Kakinada,0,3,8,0,0,0,416,0,0,0,16,0,2022,443,19,Unsafe
Kurnool,0,4,12,0,0,0,347,0,0,0,9,0,2022,372,13,Unsafe
NTR,0,3,17,0,0,0,1204,0,0,0,51,0,2022,1275,54,Unsafe
Parvathipuram Manyam,0,2,4,0,0,0,98,0,0,0,21,0,2022,125,23,Unsafe
Srikakulam,0,2,11,0,0,0,362,0,0,0,26,0,2022,401,28,Unsafe
Vizianagaram,0,3,8,0,0,0,319,0,0,0,30,0,2022,360,33,Unsafe
Katni,0,14,15,0,0,0,63,0,0,0,35,0,2022,127,49,Unsafe
Narsinghpur,0,9,12,0,0,0,106,0,0,0,62,0,2022,189,71,Unsafe
